show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1697,Movie,Meditative Music For Yoga,Mark Knight,Ben Leinbach,,,2014,ALL,101 min,"Fitness, Special Interest","Award-winning producer and instrumentalist Ben Leinbach has created yet another enchanting compilation with this soothing blend of live instrumentals, meditative chanting, and much more. Escape day-to-day stress while gentle music guides you into a world of imagination, creativity and wonder. Use for yoga, meditation, or just as an amazing ambient background to help you relax and focus."
s1698,Movie,Medal of Honor,Roger Sherman,Alfre Woodard,,,2008,,86 min,"Documentary, Special Interest",The story of the Medal of Honor - the highest U.S. award for valor in combat - is told through personal accounts of bravery and daring.
s1699,Movie,Meant To Be Broken,Jonathan Zuck,"Dave Coyne, Nick DePinto, Nadia Mohebban, Hunter Christy",,,2021,16+,94 min,Comedy,"On the same day Harvey gets fired from his job, he finds out that he only has one month left to live. Throwing caution to the wind, he and his friend Luke decide to take off on a crazy ride of law breaking, accidental kidnapping and self discovery."
s1700,Movie,Me Pan Sachin,Shreyash Jadhav,"Priyadarshan Jadhav, Swwapnil Joshi, Abhijeet Khandkekar, Kalyanee Mulay, Avinash Narkar, Anuja Sathe, Suhita Thatte",,,2019,NR,135 min,"Drama, International","It's the journey of this boy on his quest through all the hardships, hurdles and circumstances. All in all, the film is a gritty tale of how you can strive to make all your dreams come true."
s1701,Movie,McLintock!,Andrew V. McLaglen,"John Wayne, Maureen O'Hara",,,1963,ALL,127 min,"Comedy, Western","George Washington McLintock, ""G.W."" to friends and foes alike, is a cattle baron and the richest man in the territory. He is surprised by the arrival of his estranged wife Katherine who has returned to take their daughter away with her. Balancing his wife, his headstrong daughter, and some crooks, G.W. tries to do what is best. From British Pathé TV's Classic Movie Collection."
s1702,Movie,McLeod's Daughters,Michael Offer,"Tammy Macintosh, Kym Wilson, Jack Thompson, Kris McQuade, Mercia Deane-Johns, Simone Kessell, Maya Stange, Robert Mammone, Kevin Smith",,,1996,16+,95 min,"Drama, Western","Following the death of her mother, Tess Silverman travels to ""Drover's Run"", the farm where she spent the first few years of her life. ""Drover's Run"" is a rural cattle property in South Australia, and is where her only remaining family lives, her father Jack and her sister Claire, whom she has not seen in 20 years."
s1703,Movie,MCA (Middle Class Abbayi),Venu Sriram,"Nani, Sai Pallavi, Bhumika Chawla",India,,2017,13+,138 min,"Drama, International",Nani(Nani) a middle-class guy who stays with his sister in law(Bhumika). He leads a happy go lucky life with his girlfriend(Sai Pallavi) but things change all of a sudden when Bhumika who is a government servant lands into problems with a dreaded criminal(Naresh Vijay) in Warangal. Rest of the story is as to how a simple guy like Nani confronts the dreaded gangster and saves his sister in law.
s1704,Movie,Mayor Cupcake,Alex Pires,"Lea Thompson, Judd Nelson, Frankie Faison",,,2007,ALL,86 min,Drama,"A hard-working cupcake baker is inadvertently elected mayor of a small town burdened with debt. Uneducated, she relies on her street smarts to clean up the town."
s1705,TV Show,MayDay: Air Disaster Investigations,,,,,2010,13+,1 Season,"Documentary, Drama, Special Interest","This long-running TV series reconstructs major real-life air disasters and their implications for air safety. Each episode reconstructs of the incident based on cockpit voice recorders and air traffic control transcripts, as well as eyewitnesses recounts and interviews with aviation experts. It features actual footage of the disaster along with interviews with investigators who came to the scene."
s1706,TV Show,Mayday,,"Koko Anglo, Sophie Okonedo, Peter Firth, Aidan Gillen, Lesley Manville, Matthew Ashforde, Caroline Berry, Daniel Coonan, Tom Fisher, Max Fowler, Richard Hawley, Leila Mimmack",,,2013,16+,1 Season,"Drama, Fantasy, Suspense",Mayday in a small town steeped in pagan traditions where the crowning of the May Queen is the highlight of the day until suddenly she goes missing.
s1707,Movie,Maximum Ride,Jay Martin,"Allie Marie Evans, Patrick Johnson, Lyliana Wray, Luke Gregory Crosby, Gavin Lewis",United States,,2016,PG-13,88 min,"Action, Science Fiction","Maximum Ride is the extraordinary journey of six DNA-enhanced young orphans with the ability to fly - on a mission to rescue the youngest of their flock while discovering, scientific diabolical secrets of how they came to exist."
s1708,Movie,MAX: Live from the Greek Theatre,"Andrew Zenn, J.D. Butler","MAX, Cody Dear, Ryan Siegel, Allie Stamler, Benny Brown",,,2020,13+,42 min,"Arts, Entertainment, and Culture, Music Videos and Concerts","Multiplatinum recording artist MAX has been labeled a ""Top pop-star to watch"" by Billboard and was nominated for ""Best New Pop Artist"" at the iHeartRadio Music Awards. In this special concert event filmed at The Greek Theatre in Los Angeles, MAX puts on a spectacle performing his latest studio album ""Colour Vision""."
s1709,Movie,Max Steel Turbo Warriors,"Dan Fraga, Lloyd Goldfine",,,,2020,ALL,44 min,"Animation, Kids","Now it's all up to Max. Can he infiltrate the Pantheon, find a cure that will restore Alex's humanity, free Rayne and Cytro, defeat the army of Terror Energy powered minions, and stop Terrorax once and for all?"
s1710,Movie,Max Steel Turbo Charged,"Dan Fraga, Lloyd Goldfine",,,,2020,ALL,45 min,"Animation, Kids","To prevent Terrorax and his sinister society of techno super villains known as NEXUS from taking over the world, Max Steel must learn to master an all-new, powerful form of Turbo Energy!"
s1711,Movie,Max Steel Team Turbo,"Dan Fraga, Lloyd Goldfine",,,,2020,ALL,43 min,"Animation, Kids","When Max's greatest enemies unite to take down N-Tek and conquer Copper Canyon, Max and Steel realize they can't save the day on their own. It's time to form a new team of heroes with Tempestra, La Fiera, and Cytro ...Team Turbo!"
s1712,Movie,Max Steel Fusion Tek,"Dan Fraga, Lloyd Goldfine",,,,2020,ALL,64 min,"Animation, Kids","""With the help of some incredible new technology, Connect Tek, Max Steel is going to put together a super team of their own! Tempestra! With the power of the storms! La Fiera! Raging like a beast! And Cytro! A robotic powerhouse! Together with Max Steel they are Team Turbo!"""
s1713,Movie,Matt Braunger: Big Dumb Animal,Steven Feinartz,Matt Braugner,,,2015,18+,66 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Recorded live at The Bell House in Brooklyn, Big Dumb Animal is Matt Braunger at his best. He gives everyone a glimpse at what it's like to be a big dumb animal with an anger problem. He explores a vast array of topics ranging from the absurdity of a quiet Jägerbomb to his overly nice hometown of Portland, Oregon."
s1714,Movie,Matt Besser: Pot Humor,"Brian Volk-Weiss, Matt Besser",Matt Besser,,,2019,18+,70 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Welcome to the North West Cannabis Club in Portland, Oregon where you better be ready to get a contact high off the comedy of the one and only Matt Besser. Take an introspective journey through the universe that's filled with love, laughter, songs and jokes. And be ready to smoke weed in all the different ways one possibly can. Oh, and don't be a narc!"
s1715,Movie,Mathu Vadalara,Ritesh Rana,"Sri Simha Koduri, Athulya Chandra, Vennela Kishore, Satya Akkala, Naresh Agastya",India,,2019,16+,129 min,Drama,"Babu is a delivery boy living with his friends Yesu and Abhi. Due to his meagre salary, he decides to quit, but then Yesu gives him an idea. The idea, however, soon spirals out of control and Babu finds himself deep in trouble. Will he survive the consequences of his own actions?"
s1716,TV Show,Match Game,,Gene Rayburn,,,1978,TV-PG,3 Seasons,"Special Interest, Unscripted",Two contestants try to match six celebrities in a game of fill-in the missing blank.
s1717,Movie,Masterminds,Roger Christian,"Patrick Stewart, Vincent Kartheiser, Brenda Fricker, Bradley Whitford, Matt Craven, Jon Abrahams, Katie Stuart, April Telek, Teryl Rothery, Callum Keith Rennie",,,1998,PG-13,101 min,"Action, Suspense, Young Adult Audience",A villainous security systems expert takes the students of an exclusive school hostage in exchange for half billion dollars. Meanwhile an adolescent computer hacker hides in the basement and engages in a cat and mouse battle from the inside.
s1718,Movie,Master (Telugu) [4K UHD],Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction."
s1719,Movie,Master (Telugu),Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction."
s1720,Movie,Master (Tamil) [4K UHD],Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction."
s1721,Movie,Master (Tamil),Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction."
s1722,Movie,Master (Malayalam) [4K UHD],Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction."
s1723,Movie,Master (Malayalam),Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan",,,2021,16+,178 min,Drama,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction."
s1724,TV Show,Massage Detective Joe,,,,,2017,TV-NR,1 Season,TV Shows,"Joe Yabukihara (Yuichi Nakamaru) is a massage therapist who works for Madam Eco. She recognizes Joe's extraordinary massage talents, and sends him on various house, calls much to Joe's resentment, as he is quite an introvert. Wherever Joe goes, he gets involved in murder cases, but solves them, surprisingly, through massage. His catchphrase is ""That's this case's pressure point!""
©TV TOKYO"
